First Name,Last Name,End Team,Teams,OGP,Pos,GP,G,A,A1,PTS,+/-,Sh,Misses,Blocked,SHG,SHA,SHP,HitF,BkS,SOG,PPP,GWG
Andrei,Markov,MTL,MTL,,D,81,10,40,24,50,22,135,76,116,0,1,1,53,173,0,173,1
Patrick,Marleau,SJS,SJS,,LW/C,82,19,38,21,57,-17,233,75,103,0,0,0,85,28,1,29,4
Patrick,Maroon,ANA,ANA,,LW,71,9,25,19,34,-5,120,56,26,0,0,0,120,10,,10,1
Matt,Martin,NYI,NYI,,LW,78,8,6,3,14,-4,90,28,24,0,0,0,382,36,,36,2
Paul,Martin,PIT,PIT,,D,74,3,17,11,20,17,61,43,59,0,0,0,60,139,,139,0
Alec,Martinez,LAK,LAK,,D,56,6,16,9,22,9,103,48,81,0,0,0,95,117,,117,1
Jordan,Martinook,ARI,ARI,,LW/C,8,0,1,0,1,-3,8,12,2,0,0,0,14,2,,2,0
Stefan,Matteau,NJD,NJD,,LW/C,7,1,0,0,1,0,8,2,3,0,0,0,17,1,,1,0
Shawn,Matthias,VAN,VAN,,C,78,18,9,7,27,-3,132,53,30,0,1,1,66,33,,33,0
Jamie,McBain,LAK,LAK,,D,26,3,6,1,9,4,18,20,22,0,0,0,21,28,,28,0
Jake,McCabe,BUF,BUF,,D,2,0,0,0,0,0,2,1,0,0,0,0,4,1,,1,0
Jay,McClement,CAR,CAR,,C,82,7,14,8,21,-7,68,28,25,0,0,0,79,53,0,53,2
Cody,McCormick,BUF,BUF,,C,33,1,3,3,4,-9,31,9,15,1,0,1,77,29,,29,0
Ryan,McDonagh,NYR,NYR,,D,71,8,25,12,33,23,148,50,78,0,3,3,77,139,,139,2
Colin,McDonald,NYI,NYI,,RW,18,2,6,4,8,-3,29,10,9,0,0,0,72,6,,6,0
Jamie,McGinn,COL,COL,,LW,19,4,2,0,6,-9,36,13,2,0,0,0,29,7,,7,0
Tye,McGinn,ARI,"SJS, ARI",33,LW,51,2,5,3,7,0,60,23,36,0,0,0,71,17,,17,0
Brian,McGrattan,CGY,CGY,,RW,8,0,0,0,0,-2,10,4,1,0,0,0,11,1,,1,0
Dylan,McIlrath,NYR,NYR,,D,1,0,0,0,0,0,0,0,0,0,0,0,2,3,,3,0
Greg,McKegg,TOR,TOR,,C,3,0,0,0,0,0,1,0,0,0,0,0,3,2,,2,0
Curtis,McKenzie,DAL,DAL,,LW,36,4,1,1,5,-8,41,25,11,0,0,0,85,13,,13,0
Cody,McLeod,COL,COL,,LW,82,7,5,1,12,-2,94,20,20,1,0,1,268,43,,43,2
Brandon,McMillan,VAN,"ARI, VAN",50,LW/C,58,1,3,0,4,-19,51,24,27,0,0,0,91,23,,23,0
Brayden,McNabb,LAK,LAK,,D,71,2,22,8,24,11,74,50,72,0,0,0,175,56,,56,1
Adam,McQuaid,BOS,BOS,,D,63,1,6,2,7,-2,60,26,49,0,0,0,141,91,,91,0
Jayson,Megna,PIT,PIT,,C/RW,12,0,1,0,1,-2,13,4,6,0,0,0,40,8,,8,0
Jon,Merrill,NJD,NJD,,D,66,2,12,4,14,-14,47,31,37,0,1,1,59,89,,89,0
Andrej,Meszaros,BUF,BUF,,D,60,7,7,3,14,-13,67,25,47,0,0,0,67,94,,94,1
Marc,Methot,OTT,OTT,,D,45,1,10,2,11,22,49,18,24,0,0,0,94,70,,70,0
Milan,Michalek,OTT,OTT,,LW,66,13,21,12,34,3,130,55,50,1,0,1,64,40,1,41,1
Zbynek,Michalek,STL,"ARI, STL",53,D,68,4,8,4,12,-3,86,34,69,0,0,0,85,160,,160,0
Andrew,Miller,EDM,EDM,,C,9,1,5,3,6,-2,14,5,2,0,0,0,7,6,,6,0
Drew,Miller,DET,DET,,LW,82,5,8,5,13,-3,98,23,29,1,0,1,119,99,,99,0
J.T.,Miller,NYR,NYR,,C,58,10,13,8,23,5,92,35,28,0,0,0,89,28,0,28,3
Kevan,Miller,BOS,BOS,,D,41,2,5,1,7,20,37,19,31,0,0,0,87,60,,60,1
John,Mitchell,COL,COL,,C,68,11,15,8,26,-9,105,39,59,1,0,1,143,56,0,56,1
Torrey,Mitchell,MTL,"BUF, MTL",51,C/RW,65,6,8,5,14,-8,55,16,24,0,0,0,58,61,,61,2
Willie,Mitchell,FLA,FLA,,D,66,3,5,3,8,1,78,31,74,0,1,1,99,144,0,144,0
Travis,Moen,DAL,"MTL, DAL",10,LW,44,3,6,4,9,0,34,11,9,0,0,0,62,24,,24,0
Sean,Monahan,CGY,CGY,,C,81,31,31,20,62,8,191,75,78,1,1,2,39,42,2,44,8
Dominic,Moore,NYR,NYR,,C,82,10,17,9,27,5,116,41,47,2,0,2,55,45,0,45,3
John,Moore,ARI,"NYR, ARI",38,D,57,2,9,3,11,-4,77,39,65,0,0,0,77,52,,52,0
Jeremy,Morin,CBJ,"CHI, CBJ",15,LW/RW,43,2,4,4,6,1,73,15,21,0,0,0,45,5,1,6,0
Travis,Morin,DAL,DAL,,C,6,0,0,0,0,1,10,5,6,0,0,0,3,0,,0,0
Brenden,Morrow,TBL,TBL,,LW,70,3,5,4,8,-1,28,19,13,0,0,0,112,16,0,16,0
Joe,Morrow,BOS,BOS,,D,15,1,0,0,1,3,20,10,18,0,0,0,18,22,,22,0
David,Moss,ARI,ARI,,RW,60,4,8,5,12,-18,96,35,35,0,1,1,115,36,,36,0
Kael,Mouillierat,NYI,NYI,,LW,6,1,1,0,2,-3,1,2,1,0,0,0,8,3,,3,0
Matt,Moulson,BUF,BUF,,LW,77,13,28,17,41,-11,156,51,46,0,0,0,34,49,2,51,2
Chris,Mueller,NYR,NYR,,C,7,1,1,0,2,-1,10,3,4,0,0,0,3,1,,1,0
Mirco,Mueller,SJS,SJS,,D,39,1,3,1,4,-8,31,13,25,0,0,0,49,58,,58,0
Connor,Murphy,ARI,ARI,,D,73,4,3,1,7,-27,72,37,51,0,0,0,137,142,,142,0
Ryan,Murphy,CAR,CAR,,D,37,4,9,8,13,-11,61,22,44,0,0,0,20,37,0,37,1
Ryan,Murray,CBJ,CBJ,,D,12,1,2,1,3,1,8,4,5,0,0,0,5,11,,11,0
David,Musil,EDM,EDM,,D,4,0,2,1,2,-2,3,1,3,0,0,0,5,8,,8,0
Jake,Muzzin,LAK,LAK,,D,76,10,31,12,41,-4,173,79,133,0,1,1,186,108,,108,3
Tyler,Myers,WPG,"BUF, WPG",,D,71,7,21,12,28,-6,124,35,61,0,2,2,65,132,,132,0
Vladislav,Namestnikov,TBL,TBL,,C,43,9,7,4,16,1,46,14,12,0,0,0,41,13,,13,3
Rick,Nash,NYR,NYR,,LW,79,42,27,20,69,29,304,80,110,4,1,5,45,33,2,35,8
Riley,Nash,CAR,CAR,,C,68,8,17,11,25,-10,94,30,48,0,0,0,88,46,0,46,0
James,Neal,NSH,NSH,,LW,67,23,14,9,37,12,222,91,116,0,0,0,71,30,1,31,6
Chris,Neil,OTT,OTT,,RW,38,4,3,2,7,5,23,12,12,0,0,0,136,11,,11,0
Brock,Nelson,NYI,NYI,,C,82,20,22,10,42,6,190,61,68,0,0,0,99,52,0,52,3
Patrik,Nemeth,DAL,DAL,,D,22,0,3,1,3,0,16,7,18,0,0,0,28,21,,21,0
Nikita,Nesterov,TBL,TBL,,D,27,2,5,0,7,6,44,19,21,0,0,0,42,17,,17,0
Andrej,Nestrasil,CAR,"DET, CAR",13,C,54,7,13,9,20,-1,82,47,19,0,0,0,54,17,0,17,0
Valeri,Nichushkin,DAL,DAL,,RW,8,0,1,0,1,-5,6,6,7,0,0,0,7,1,,1,0
Nino,Niederreiter,MIN,MIN,,RW,80,24,13,7,37,2,149,65,57,1,0,1,155,32,0,32,5
Frans,Nielsen,NYI,NYI,,C,78,14,29,18,43,8,157,70,83,1,2,3,48,80,5,85,4
Matt,Nieto,SJS,SJS,,LW,72,10,17,10,27,-12,135,45,41,0,1,1,24,38,0,38,1
Nikita,Nikitin,EDM,EDM,,D,42,4,6,3,10,-12,80,23,46,0,0,0,21,49,,49,1
Matt,Niskanen,WSH,WSH,,D,82,4,27,17,31,7,117,75,93,0,1,1,143,106,0,106,0
Stefan,Noesen,ANA,ANA,,RW,1,0,0,0,0,0,0,1,0,0,0,0,0,1,,1,0
Jordan,Nolan,LAK,LAK,,C,60,6,3,2,9,-6,44,23,22,0,0,0,102,11,,11,1
Joakim,Nordstrom,CHI,CHI,,LW/C,38,0,3,1,3,-5,42,20,25,0,0,0,73,17,,17,0
Ryan,Nugent-Hopkins,EDM,EDM,,C,76,24,32,15,56,-12,189,62,108,0,1,1,92,37,1,38,2
Darnell,Nurse,EDM,EDM,,D,2,0,0,0,0,-2,2,0,2,0,0,0,5,0,,0,0
Gustav,Nyquist,DET,DET,,RW/C,82,27,27,14,54,-11,195,56,89,0,0,0,43,31,8,39,4
Eric,Nystrom,NSH,NSH,,LW,60,7,5,2,12,0,60,21,16,1,0,1,104,29,,29,1
Liam,O'Brien,WSH,WSH,,C,13,1,1,1,2,4,16,3,3,0,0,0,35,0,,0,0
Shane,O'Brien,FLA,FLA,,D,9,0,1,1,1,-4,4,0,1,0,0,0,36,12,,12,0
Eric,O'Dell,WPG,WPG,,C,11,0,1,1,1,0,6,5,4,0,0,0,14,0,,0,0
Ryan,O'Reilly,COL,COL,,C/LW,82,17,38,25,55,-5,171,49,53,1,1,2,38,48,3,51,1
Johnny,Oduya,CHI,CHI,,D,76,2,8,5,10,5,76,34,89,0,0,0,69,123,,123,0
Jordan,Oesterle,EDM,EDM,,D,6,0,1,1,1,-4,7,4,5,0,0,0,2,3,,3,0
Kyle,Okposo,NYI,NYI,,RW,60,18,33,19,51,-8,195,79,75,0,0,0,53,23,5,28,2
Jamie,Oleksiak,DAL,DAL,,D,36,1,7,2,8,0,36,11,14,0,0,0,82,46,,46,0
Steve,Oleksy,WSH,WSH,,D,1,0,0,0,0,-1,1,0,1,0,0,0,2,0,,0,0
Dylan,Olsen,FLA,FLA,,D,44,2,6,2,8,-7,44,16,31,0,0,0,77,52,1,53,0
Brooks,Orpik,WSH,WSH,,D,78,0,19,7,19,5,66,24,78,0,0,0,306,192,1,193,0
Colton,Orr,TOR,TOR,,RW,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
T.J.,Oshie,STL,STL,,RW/C,72,19,36,23,55,17,162,69,58,0,0,0,99,39,4,43,4
Steve,Ott,STL,STL,,C,78,3,9,4,12,-8,49,24,32,0,0,0,184,14,,14,0
Xavier,Ouellet,DET,DET,,D,21,2,1,1,3,4,27,16,23,0,0,0,11,13,,13,0
Alex,Ovechkin,WSH,WSH,,LW,81,53,28,21,81,10,395,200,228,0,0,0,259,32,2,34,11
Magnus,Paajarvi,STL,STL,,LW,10,0,1,0,1,-2,9,5,2,0,0,0,8,0,,0,0
Max,Pacioretty,MTL,MTL,,LW,80,37,30,17,67,38,302,108,151,3,2,5,106,38,2,40,10
Jean-Gabriel,Pageau,OTT,OTT,,C,50,10,9,4,19,4,97,27,23,2,0,2,158,20,,20,2
Daniel,Paille,BOS,BOS,,LW,71,6,7,6,13,-9,66,36,15,1,1,2,77,34,,34,1
Iiro,Pakarinen,EDM,EDM,,RW,17,1,2,0,3,-4,34,4,15,0,0,0,51,3,0,3,0
Ondrej,Palat,TBL,TBL,,LW,75,16,47,25,63,31,139,62,66,1,1,2,124,50,0,50,5
Michael,Paliotta,CHI,CHI,,D,1,0,1,0,1,0,2,1,0,0,0,0,0,2,,2,0
Kyle,Palmieri,ANA,ANA,,RW/C,57,14,15,7,29,-2,112,60,42,0,0,0,97,24,0,24,4
Richard,Panik,TOR,TOR,,RW,76,11,6,4,17,-8,87,32,33,0,0,0,101,57,,57,1
Cedric,Paquette,TBL,TBL,,C,64,12,7,4,19,4,91,38,24,2,0,2,127,58,,58,3
Adam,Pardy,WPG,WPG,,D,55,0,9,5,9,9,29,12,38,0,1,1,74,59,,59,0
Pierre-Alexandre,Parenteau,MTL,MTL,,RW,56,8,14,9,22,0,97,35,45,0,0,0,32,19,4,23,1
Zach,Parise,MIN,MIN,,LW,74,33,29,15,62,21,259,81,66,0,0,0,86,56,2,58,3
David,Pastrnak,BOS,BOS,,RW,46,10,17,8,27,12,93,42,40,0,0,0,20,11,0,11,3
Greg,Pateryn,MTL,MTL,,D,17,0,0,0,0,0,10,3,8,0,0,0,48,18,,18,0
Joe,Pavelski,SJS,SJS,,C,82,37,33,22,70,12,261,97,81,0,0,0,97,86,2,88,5
Tanner,Pearson,LAK,LAK,,LW,42,12,4,2,16,14,68,38,25,0,0,0,46,9,,9,3
Anthony,Peluso,WPG,WPG,,RW,49,1,1,1,2,-3,23,9,10,0,0,0,100,5,,5,0
Stuart,Percy,TOR,TOR,,D,9,0,3,3,3,-4,13,4,7,0,0,0,14,13,,13,0
Mathieu,Perreault,WPG,WPG,,C,62,18,23,18,41,7,129,39,53,0,0,0,78,13,1,14,2
David,Perron,PIT,"EDM, PIT",38,LW,81,17,24,14,41,-25,196,50,77,0,0,0,171,21,4,25,2
Corey,Perry,ANA,ANA,,RW,67,33,22,15,55,13,193,76,80,0,0,0,64,27,3,30,3
Alex,Petrovic,FLA,FLA,,D,33,0,3,0,3,-4,29,8,23,0,0,0,76,34,,34,0
Jeff,Petry,MTL,"EDM, MTL",59,D,78,7,15,9,22,-28,126,59,110,0,1,1,145,109,0,109,1
Dion,Phaneuf,TOR,TOR,,D,70,3,26,14,29,-11,138,79,85,0,1,1,166,126,,126,1
Chris,Phillips,OTT,OTT,,D,36,0,3,2,3,0,29,12,28,0,0,0,70,54,,54,0
Alex,Pietrangelo,STL,STL,,D,81,7,39,16,46,-2,195,89,81,0,0,0,70,161,,161,2
Steven,Pinizzotto,EDM,EDM,,RW,18,2,2,1,4,1,15,1,1,0,0,0,32,2,,2,0
Brandon,Pirri,FLA,FLA,,C,49,22,2,1,24,6,143,56,44,0,0,0,39,13,3,16,4
Joe,Piskula,NSH,NSH,,D,1,0,0,0,0,-1,0,1,3,0,0,0,0,2,,2,0
Tyler,Pitlick,EDM,EDM,,RW/C,17,2,0,0,2,-3,18,13,9,0,0,0,55,17,,17,1
Tomas,Plekanec,MTL,MTL,,C,82,26,34,20,60,8,248,68,76,3,1,4,47,55,0,55,5
Emile,Poirier,CGY,CGY,,LW/RW,6,0,1,0,1,1,2,2,2,0,0,0,7,1,,1,0
Roman,Polak,TOR,TOR,,D,56,5,4,1,9,-22,61,32,36,0,0,0,225,128,,128,1
Jason,Pominville,MIN,MIN,,RW,82,18,36,23,54,9,252,84,97,0,0,0,44,32,3,35,4
Chris,Porter,STL,STL,,LW,24,1,1,1,2,-3,24,14,6,0,0,0,63,1,,1,1
Paul,Postma,WPG,WPG,,D,42,2,4,1,6,1,40,20,49,0,0,0,17,28,,28,0
Corey,Potter,CGY,CGY,,D,6,0,0,0,0,-1,2,2,1,0,0,0,6,5,,5,0
Benoit,Pouliot,EDM,EDM,,LW,58,19,15,11,34,-1,105,51,18,1,0,1,71,31,0,31,3
Derrick,Pouliot,PIT,PIT,,D,34,2,5,3,7,-11,56,20,38,0,0,0,15,20,0,20,2
Shane,Prince,OTT,OTT,,LW/C,2,0,1,0,1,1,2,2,2,0,0,0,2,0,,0,0
Nate,Prosser,MIN,MIN,,D,63,2,5,3,7,-1,38,15,20,0,0,0,34,102,,102,1
Dalton,Prout,CBJ,CBJ,,D,63,0,8,4,8,-14,64,16,50,0,0,0,166,84,,84,0
Brandon,Prust,MTL,MTL,,LW,82,4,14,11,18,6,78,28,24,0,1,1,122,34,,34,0
Matt,Puempel,OTT,OTT,,LW,13,2,1,0,3,6,14,7,5,0,0,0,9,1,,1,0
Teemu,Pulkkinen,DET,DET,,LW,31,5,3,1,8,5,67,30,38,0,0,0,3,4,,4,2
Teddy,Purcell,EDM,EDM,,RW,82,12,22,16,34,-33,146,51,73,0,0,0,24,19,2,21,0
Mark,Pysyk,BUF,BUF,,D,7,2,1,0,3,4,4,3,3,0,0,0,1,11,,11,1
Kyle,Quincey,DET,DET,,D,73,3,15,11,18,10,90,41,86,0,1,1,104,82,,82,0
Michael,Raffl,PHI,PHI,,LW,67,21,7,2,28,6,134,46,42,1,0,1,172,46,,46,2
Rickard,Rakell,ANA,ANA,,C/RW,71,9,22,11,31,6,105,48,39,0,0,0,79,22,1,23,1
John,Ramage,CGY,CGY,,D,1,0,0,0,0,-1,4,0,0,0,0,0,2,1,,1,0
Brendan,Ranford,DAL,DAL,,LW,1,0,0,0,0,0,0,1,1,0,0,0,2,0,,0,0
Victor,Rask,CAR,CAR,,C,80,11,22,10,33,-14,172,55,69,0,0,0,42,36,1,37,2
Ty,Rattie,STL,STL,,RW,11,0,2,1,2,0,8,4,6,0,0,0,15,4,,4,0
Mason,Raymond,CGY,CGY,,LW,57,12,11,7,23,-8,123,24,65,0,0,0,7,13,0,13,1
Matt,Read,PHI,PHI,,RW,80,8,22,12,30,-4,142,59,55,0,1,1,108,55,0,55,2
Ryan,Reaves,STL,STL,,RW,81,6,6,3,12,-3,55,22,16,0,0,0,276,14,,14,1
Zach,Redmond,COL,COL,,D,59,5,15,9,20,-1,93,26,58,0,0,0,59,76,0,76,1
Dylan,Reese,ARI,ARI,,D,1,0,0,0,0,-1,3,1,2,0,0,0,2,2,,2,0
Robyn,Regehr,LAK,LAK,,D,67,3,10,4,13,10,63,30,36,0,1,1,203,83,,83,0
Peter,Regin,CHI,CHI,,C,4,0,1,0,1,1,3,2,0,0,0,0,3,0,,0,0
Griffin,Reinhart,NYI,NYI,,D,8,0,1,0,1,1,4,4,3,0,0,0,14,8,,8,0
Max,Reinhart,CGY,CGY,,C,4,0,0,0,0,-3,3,6,2,0,0,0,1,3,,3,0
Sam,Reinhart,BUF,BUF,,C,9,0,1,0,1,-1,3,0,3,0,0,0,3,5,,5,0
Borna,Rendulic,COL,COL,,RW/C,11,1,1,1,2,1,6,1,4,0,0,0,22,3,,3,0
Mike,Ribeiro,NSH,NSH,,C,82,15,47,27,62,11,96,44,29,0,0,0,42,19,,19,3
Brad,Richards,CHI,CHI,,C,76,12,25,15,37,3,199,53,70,0,0,0,32,27,0,27,3
Mike,Richards,LAK,LAK,,C,53,5,11,8,16,-10,63,38,25,0,0,0,62,10,0,10,1
Brad,Richardson,VAN,VAN,,RW/C,45,8,13,6,21,0,66,17,28,1,0,1,58,20,,20,1
Tobias,Rieder,ARI,ARI,,RW/C,72,13,8,2,21,-19,189,65,63,3,0,3,123,37,0,37,1
Morgan,Rielly,TOR,TOR,,D,81,8,21,11,29,-16,148,61,103,0,0,0,98,103,,103,0
Zac,Rinaldo,PHI,PHI,,C/LW,58,1,5,4,6,-9,45,18,13,0,0,0,216,20,,20,0
Rasmus,Rissanen,CAR,CAR,,D,6,0,0,0,0,-5,3,1,5,0,0,0,25,7,,7,0
Rasmus,Ristolainen,BUF,BUF,,D,78,8,12,6,20,-32,121,37,64,0,0,0,118,136,,136,0
Brett,Ritchie,DAL,DAL,,RW,31,6,3,1,9,-1,78,29,32,0,0,0,89,5,,5,1
Colby,Robak,ANA,"FLA, ANA",7,D,12,0,1,0,1,2,8,4,4,0,0,0,16,10,,10,0
Stephane,Robidas,TOR,TOR,,D,52,1,6,1,7,8,34,23,31,0,1,1,141,75,,75,0
Bobby,Robins,BOS,BOS,,RW/C,3,0,0,0,0,0,0,0,0,0,0,0,6,0,,0,0
Antoine,Roussel,DAL,DAL,,LW,80,13,12,6,25,-20,113,56,37,0,0,0,115,71,1,72,1
Derek,Roy,EDM,"NSH, EDM",26,C,72,12,20,15,32,-13,113,44,39,0,0,0,32,43,3,46,2
Michal,Rozsival,CHI,CHI,,D,65,1,12,4,13,0,56,24,56,0,0,0,103,87,,87,0
Chad,Ruhwedel,BUF,BUF,,D,4,0,1,1,1,3,4,0,2,0,0,0,6,2,,2,0
David,Rundblad,CHI,CHI,,D,49,3,11,7,14,17,58,26,53,0,0,0,23,38,,38,1
Kris,Russell,CGY,CGY,,D,79,4,30,11,34,18,111,41,97,0,0,0,61,283,,283,0
Bryan,Rust,PIT,PIT,,RW,14,1,1,0,2,-3,34,5,9,0,0,0,21,3,,3,0
Tuomo,Ruutu,NJD,NJD,,LW/RW,77,7,6,2,13,-3,74,28,20,0,0,0,174,23,0,23,0
Bobby,Ryan,OTT,OTT,,RW,78,18,36,18,54,5,221,61,85,0,0,0,110,33,4,37,5
Kerby,Rychel,CBJ,CBJ,,LW,5,0,3,3,3,3,4,3,3,0,0,0,11,3,,3,0
Michael,Ryder,NJD,NJD,,RW,47,6,13,9,19,-1,89,39,28,0,0,0,53,14,0,14,0
Brandon,Saad,CHI,CHI,,LW,82,23,29,16,52,7,203,57,62,0,0,0,53,29,0,29,6
Miikka,Salomaki,NSH,NSH,,RW,1,1,0,0,1,1,4,0,0,0,0,0,7,1,,1,0
Bryce,Salvador,NJD,NJD,,D,15,0,2,2,2,-5,13,4,10,0,0,0,22,19,,19,0
Henrik,Samuelsson,ARI,ARI,,C,3,0,0,0,0,-2,4,1,0,0,0,0,5,0,,0,0
Philip,Samuelsson,ARI,ARI,,D,4,0,0,0,0,-3,4,0,1,0,0,0,2,4,,4,0
Mike,Santorelli,NSH,"TOR, NSH",57,C,79,12,21,10,33,0,145,39,39,1,1,2,55,34,4,38,2
David,Savard,CBJ,CBJ,,D,82,11,25,10,36,0,112,64,72,0,0,0,195,105,,105,3
Luca,Sbisa,VAN,VAN,,D,76,3,8,1,11,-8,79,29,63,0,0,0,151,128,,128,2
Marco,Scandella,MIN,MIN,,D,64,11,12,6,23,8,112,55,86,0,1,1,90,100,,100,4
Colton,Sceviour,DAL,DAL,,C,71,9,17,5,26,1,113,55,62,0,0,0,77,41,2,43,2
Tim,Schaller,BUF,BUF,,C,18,1,1,1,2,-5,19,3,4,0,0,0,44,14,,14,0
Mark,Scheifele,WPG,WPG,,C,82,15,34,15,49,11,170,63,77,0,0,0,100,61,0,61,2
Brayden,Schenn,PHI,PHI,,C,82,18,29,21,47,-5,156,76,67,0,0,0,199,38,0,38,6
Luke,Schenn,PHI,PHI,,D,58,3,11,5,14,-2,67,21,66,0,0,0,194,89,,89,0
Cameron,Schilling,WSH,WSH,,D,4,0,0,0,0,1,2,2,3,0,0,0,4,2,,2,0
David,Schlemko,CGY,"ARI, DAL, CGY",20,D,44,1,3,0,4,1,45,11,41,0,0,0,45,84,1,85,0
Nate,Schmidt,WSH,WSH,,D,39,1,3,0,4,-2,40,14,33,0,0,0,34,33,0,33,0
Jordan,Schroeder,MIN,MIN,,C,25,3,5,3,8,9,48,10,7,0,0,0,24,6,,6,0
Jeff,Schultz,LAK,LAK,,D,9,0,1,1,1,1,7,4,5,0,0,0,10,9,,9,0
Justin,Schultz,EDM,EDM,,D,81,6,25,14,31,-17,122,71,108,0,0,0,41,114,0,114,1
Nick,Schultz,PHI,PHI,,D,80,2,13,4,15,2,69,39,47,0,0,0,113,166,,166,1
Jaden,Schwartz,STL,STL,,LW/C,75,28,35,23,63,13,184,47,65,0,2,2,54,46,,46,4
John,Scott,SJS,SJS,,LW,38,3,1,1,4,0,19,8,13,0,0,0,94,14,,14,0
Rob,Scuderi,PIT,PIT,,D,82,1,9,4,10,9,52,18,48,0,1,1,41,110,,110,0
Brent,Seabrook,CHI,CHI,,D,82,8,23,10,31,-3,181,80,118,0,1,1,135,141,,141,2
Daniel,Sedin,VAN,VAN,,LW,82,20,56,35,76,5,226,74,70,0,0,0,21,16,,16,5
Henrik,Sedin,VAN,VAN,,C,82,18,55,28,73,11,101,29,35,0,0,0,25,24,,24,0
Tyler,Seguin,DAL,DAL,,C,71,37,40,33,77,-1,280,110,139,0,0,0,63,26,3,29,5
Dennis,Seidenberg,BOS,BOS,,D,82,3,11,3,14,-1,103,33,73,0,0,0,212,146,,146,0
Jiri,Sekac,ANA,"MTL, ANA",50,LW,69,9,14,3,23,0,85,45,32,0,0,0,75,29,,29,0
Andrej,Sekera,LAK,"CAR, LAK",57,D,73,3,20,7,23,-3,100,54,115,0,1,1,59,118,,118,0
Alexander,Semin,CAR,CAR,,RW,57,6,13,7,19,-10,93,44,70,0,0,0,30,17,0,17,0
Tim,Sestito,NJD,NJD,,LW/C,15,0,2,2,2,-1,10,3,3,0,0,0,22,3,,3,0
Tom,Sestito,VAN,VAN,,LW,3,0,1,0,1,1,1,1,0,0,0,0,10,0,,0,0
Devin,Setoguchi,CGY,CGY,,RW,12,0,0,0,0,-7,12,6,8,0,0,0,12,5,,5,0
Damon,Severson,NJD,NJD,,D,51,5,12,2,17,-13,93,47,65,0,0,0,19,34,0,34,0
Michael,Sgarbossa,COL,COL,,C,3,0,1,0,1,0,2,1,3,0,0,0,0,1,,1,0
Patrick,Sharp,CHI,CHI,,LW/RW,68,16,27,15,43,-8,230,76,107,0,0,0,74,15,3,18,2
Kevin,Shattenkirk,STL,STL,,D,56,8,36,18,44,19,135,49,78,0,0,0,42,86,2,88,1
Andrew,Shaw,CHI,CHI,,C,79,15,11,4,26,-8,146,40,43,0,0,0,127,33,1,34,2
Riley,Sheahan,DET,DET,,C,79,13,23,14,36,-3,123,49,48,0,0,0,21,20,1,21,0
James,Sheppard,NYR,"SJS, NYR",57,C,71,7,11,7,18,-4,79,39,29,0,0,0,121,43,0,43,1
Brendan,Shinnimin,ARI,ARI,,C,12,0,1,0,1,-1,10,5,8,0,0,0,12,4,,4,0
Drew,Shore,CGY,CGY,,C,11,1,2,2,3,-5,13,1,7,0,0,0,10,4,0,4,0
Nick,Shore,LAK,LAK,,C,34,1,6,2,7,0,33,16,8,0,0,0,51,14,,14,0
Justin,Shugg,CAR,CAR,,RW/LW,3,0,0,0,0,0,3,1,0,0,0,0,3,0,,0,0
Duncan,Siemens,COL,COL,,D,1,0,0,0,0,0,0,0,0,0,0,0,2,0,,0,0
Jakob,Silfverberg,ANA,ANA,,RW,81,13,26,17,39,15,189,77,68,1,2,3,42,37,9,46,2
Zach,Sill,TOR,"PIT, TOR",42,C,63,1,3,3,4,-5,43,19,16,0,0,0,173,27,,27,0
Wayne,Simmonds,PHI,PHI,,RW,75,28,22,11,50,-5,188,68,67,0,0,0,168,36,4,40,6
Mike,Sislo,NJD,NJD,,RW,10,0,1,1,1,-2,13,3,3,0,0,0,12,2,,2,0
Jack,Skille,CBJ,CBJ,,RW,45,6,2,2,8,-18,95,30,21,0,0,0,96,15,,15,0
Jeff,Skinner,CAR,CAR,,LW/C,77,18,13,9,31,-24,235,101,117,0,0,0,47,12,0,12,2
Jim,Slater,WPG,WPG,,C,82,5,8,6,13,-4,51,27,11,0,1,1,134,52,,52,1
Ladislav,Smid,CGY,CGY,,D,31,0,1,0,1,-12,21,11,10,0,0,0,51,54,,54,0
Ben,Smith,SJS,"CHI, SJS",61,RW,80,7,7,5,14,2,92,37,32,0,0,0,72,75,,75,1
Brendan,Smith,DET,DET,,D,76,4,9,3,13,-2,88,34,65,0,0,0,60,68,0,68,1
Colin,Smith,COL,COL,,C,1,0,0,0,0,0,1,0,0,0,0,0,1,0,,0,0
Craig,Smith,NSH,NSH,,C,82,23,21,9,44,11,251,87,83,0,0,0,77,17,2,19,4
Reilly,Smith,BOS,BOS,,RW,81,13,27,17,40,7,143,58,92,0,0,0,74,39,1,40,0
Trevor,Smith,TOR,TOR,,C,54,2,3,2,5,-9,46,19,20,0,0,0,75,25,,25,0
Zack,Smith,OTT,OTT,,C,37,2,1,0,3,-8,38,11,16,0,0,0,64,13,,13,0
Devante,Smith-Pelly,MTL,"ANA, MTL",54,RW,74,6,14,5,20,-1,104,45,28,1,1,2,205,49,0,49,1
Carl,Soderberg,BOS,BOS,,C,82,13,31,19,44,10,163,60,89,0,0,0,76,36,0,36,3
Nick,Spaling,PIT,PIT,,C,82,9,18,6,27,-2,90,36,46,0,0,0,134,45,,45,0
